bio_id,speaker_name,chamber,state,gender,total_words,total_keywords,total_god_mentions,total_biblical_references
J000293,Mr. JOHNSON,Senate,WI,M,170150,19,20,0
C001088,Mr. COONS,Senate,DE,M,509364,33,19,1
S001191,Ms. SINEMA,Senate,AZ,F,91160,4,0,0
M001183,Mr. MANCHIN,Senate,WV,M,508254,125,97,0
M001197,Ms. McSALLY,Senate,AZ,F,79578,19,16,0
S001217,Mr. SCOTT of Florida,Senate,FL,M,169488,16,17,0
R000608,Ms. ROSEN,Senate,NV,F,67519,3,3,0
P000612,Mr. PERDUE,Senate,GA,M,176998,18,21,1
S000033,Mr. SANDERS,Senate,VT,M,2095059,123,106,0
D000616,Mr. DesJARLAIS,House,TN,M,37702,5,4,1
C001072,Mr. CARSON of Indiana,House,IN,M,150697,38,15,0
V000130,Mr. VARGAS,House,CA,M,69126,129,61,4
L000562,Mr. LYNCH,House,MA,M,282717,18,20,0
B001289,Mr. BYRNE,House,AL,M,194167,31,18,2
Y000033,Mr. YOUNG,House,AK,M,723836,59,58,1
R000602,Miss RICE of New York,House,NY,F,35151,11,9,0
H001077,Mr. HIGGINS of Louisiana,House,LA,M,35757,38,17,3
B001298,Mr. BACON,House,NE,M,99129,54,41,3
M001195,Mr. MOONEY of West Virginia,House,WV,M,59346,10,14,0
L000586,Mr. LAWSON of Florida,House,FL,M,15745,5,4,0
W000819,Mr. WALKER,House,NC,M,59940,54,34,1
C001120,Mr. CRENSHAW,House,TX,M,22563,7,5,0
P000609,Mr. PALMER,House,AL,M,43705,23,9,1
V000132,Mr. VELA,House,TX,M,60051,11,2,0
L000591,Mrs. LURIA,House,VA,F,37747,12,10,0
B001297,Mr. BUCK,House,CO,M,117348,13,10,0
M001180,Mr. McKINLEY,House,WV,M,66710,10,7,0
J000301,Mr. JOHNSON of South Dakota,House,SD,M,117286,9,7,0
B001308,Mr. BRINDISI,House,NY,M,6148,0,0,0
T000483,Mr. TRONE,House,MD,M,25620,1,2,0
M001165,Mr. McCARTHY,House,CA,M,500109,53,44,0
B001275,Mr. BUCSHON,House,IN,M,68270,10,7,0
T000484,Ms. TORRES SMALL of New Mexico,House,NM,F,11522,0,0,0
S000510,Mr. SMITH of Washington,House,WA,M,419382,8,4,0
R000307,Mr. ROBERTS,Senate,KS,M,939317,77,39,0
C001061,Mr. CLEAVER,House,MO,M,299953,208,141,13
C001094,Mr. COOK,House,CA,M,43734,4,4,0
P000603,Mr. PAUL,Senate,KY,M,710321,40,26,0
H001089,Mr. HAWLEY,Senate,MO,M,102439,12,9,0
B001310,Mr. BRAUN,Senate,IN,M,75599,15,11,0
P000595,Mr. PETERS,Senate,MI,M,360297,69,30,0
S001157,Mr. DAVID SCOTT of Georgia,House,GA,M,307283,282,159,10
S001165,Mr. SIRES,House,NJ,M,101714,1,0,0
N000179,Mrs. NAPOLITANO,House,CA,F,217783,35,27,0
S001214,Mr. STEUBE,House,FL,M,20795,23,19,1
P000604,Mr. PAYNE,House,NJ,M,234406,24,15,0
M000934,Mr. MORAN,Senate,KS,M,726408,102,88,3
D000622,Ms. DUCKWORTH,Senate,IL,F,145869,13,12,0
P000599,Mr. POSEY,House,FL,M,126161,27,8,0
R000600,Mrs. RADEWAGEN,House,AS,F,28636,15,13,0
P000615,Mr. PENCE,House,IN,M,43486,32,33,0
F000461,Mr. FLORES,House,TX,M,152722,125,79,6
R000585,Mr. REED,House,NY,M,171076,15,16,0
L000588,Mr. LAMB,House,PA,M,19359,8,6,0
F000454,Mr. FOSTER,House,IL,M,112368,8,5,0
T000461,Mr. TOOMEY,Senate,PA,M,502060,20,18,0
H001048,Mr. HUNTER,House,CA,M,96933,14,9,0
L000491,Mr. LUCAS,House,OK,M,180585,8,7,0
N000188,Mr. NORCROSS,House,NJ,M,89244,9,8,0
C001051,Mr. CARTER of Texas,House,TX,M,577490,129,68,0
K000394,Mr. KIM,House,NJ,M,38518,0,0,0
K000389,Mr. KHANNA,House,CA,M,42977,1,0,0
T000238,Mr. THORNBERRY,House,TX,M,250521,13,12,0
H001056,Ms. HERRERA BEUTLER,House,WA,F,61622,1,0,1
J000292,Mr. JOHNSON of Ohio,House,OH,M,89545,34,27,1
M001159,Mrs. RODGERS of Washington,House,WA,F,70233,82,52,4
S000344,Mr. SHERMAN,House,CA,M,588716,56,43,0
B001288,Mr. BOOKER,Senate,NJ,M,387027,82,71,6
C000754,Mr. COOPER,House,TN,M,154675,24,17,0
P000616,Mr. PHILLIPS,House,MN,M,28233,1,0,0
P000608,Mr. PETERS,House,CA,M,76969,2,1,0
T000476,Mr. TILLIS,Senate,NC,M,221012,19,19,0
H001081,Mrs. HAYES,House,CT,F,19704,0,0,0
G000588,Mr. GONZALEZ of Ohio,House,OH,M,18526,2,2,0
L000576,Mr. LONG,House,MO,M,114493,52,40,0
B001306,Mr. BALDERSON,House,OH,M,18282,3,1,0
M001196,Mr. MOULTON,House,MA,M,31254,1,1,0
C001087,Mr. CRAWFORD,House,AR,M,81819,33,18,0
B001250,Mr. BISHOP of Utah,House,UT,M,639862,25,16,0
D000482,Mr. MICHAEL F. DOYLE of Pennsylvania,House,PA,M,235085,132,68,13
D000629,Ms. DAVIDS of Kansas,House,KS,F,22539,0,0,0
W000808,Ms. WILSON of Florida,House,FL,F,124280,61,39,0
C001095,Mr. COTTON,Senate,AR,M,286375,69,48,2
M001158,Mr. MARCHANT,House,TX,M,179149,50,22,1
F000455,Ms. FUDGE,House,OH,F,161518,11,8,2
S001175,Ms. SPEIER,House,CA,F,488158,45,34,0
A000367,Mr. AMASH,House,MI,M,9167,1,1,0
L000557,Mr. LARSON of Connecticut,House,CT,M,529928,86,72,1
H001065,Mr. HOLDING,House,NC,M,69176,20,10,0
M001166,Mr. McNERNEY,House,CA,M,139840,6,1,0
S001211,Mr. STANTON,House,AZ,M,34491,0,22,0
D000197,Ms. DeGETTE,House,CO,F,310886,10,10,0
B001260,Mr. BUCHANAN,House,FL,M,66194,4,4,0
B001300,Ms. BARRAGAN,House,CA,F,45289,2,2,0
H001064,Mr. HECK,House,WA,M,74870,7,7,0
A000374,Mr. ABRAHAM,House,LA,M,40851,21,18,0
A000378,Mrs. AXNE,House,IA,F,81901,7,6,0
D000614,Mr. DUFFY,House,WI,M,110661,11,9,0
G000591,Mr. GUEST,House,MS,M,43063,64,34,6
G000555,Mrs. GILLIBRAND,Senate,NY,F,234689,17,18,0
R000615,Mr. ROMNEY,Senate,UT,M,46068,33,21,0
M001199,Mr. MAST,House,FL,M,47160,16,14,1
K000376,Mr. KELLY of Pennsylvania,House,PA,M,193574,84,58,1
B001243,Mrs. BLACKBURN,Senate,TN,F,856055,143,84,1
H001079,Mrs. HYDE-SMITH,Senate,MS,F,49622,41,26,1
T000463,Mr. TURNER,House,OH,M,159759,22,14,0
H001074,Mr. HOLLINGSWORTH,House,IN,M,11535,1,0,0
R000612,Mr. JOHN W. ROSE of Tennessee,House,TN,M,72790,79,35,3
W000827,Mr. WRIGHT,House,TX,M,8752,4,3,0
None,Ms. LEE,House,unknown,,1180418,215,144,0
L000560,Mr. LARSEN of Washington,House,WA,M,111747,4,1,1
M001194,Mr. MOOLENAAR,House,MI,M,20372,3,1,0
K000395,Mr. KELLER,House,PA,M,55599,21,16,0
R000576,Mr. RUPPERSBERGER,House,MD,M,177509,4,3,0
T000480,Mr. TIMMONS,House,SC,M,9121,2,3,0
A000369,Mr. AMODEI,House,NV,M,27622,15,15,0
B001311,Mr. BISHOP of North Carolina,House,NC,M,43513,20,17,0
M001210,Mr. MURPHY of North Carolina,House,NC,M,45749,39,27,0
L000594,Mrs. LOEFFLER,Senate,GA,F,14961,4,5,0
M000687,Mr. MFUME,House,MD,M,68693,11,9,0
G000061,Mr. GARCIA of California,House,CA,M,29768,25,22,0
T000165,Mr. TIFFANY,House,WI,M,27624,1,1,0
J000020,Mr. JACOBS,House,NY,M,16274,1,0,0
H001092,Mr. HALL,House,GA,M,14416,5,5,0
P000587,Mr. PENCE,House,IN,M,550626,336,217,23
G000309,Mr. GORDON of Tennessee,House,TN,M,291288,53,18,0
K000360,Mr. KIRK,House,IL,M,400665,35,24,0
P000583,Mr. PAUL,House,TX,M,1240545,95,49,1
B001247,Ms. GINNY BROWN-WAITE of Florida,House,FL,F,254452,90,30,0
W000672,Mr. WOLF,House,VA,M,1496600,424,229,8
C001050,Mr. CARDOZA,House,CA,M,193679,4,4,0
D000492,Mr. DREIER,House,CA,M,1411993,66,53,0
B000410,Mr. BERMAN,House,CA,M,565521,18,11,1
W000793,Mr. WU,House,OR,M,170102,6,6,0
M001148,Mr. MEEK of Florida,House,FL,M,1035161,306,234,1
B000287,Mr. BECERRA,House,CA,M,355526,52,39,1
S000810,Mr. STARK,House,CA,M,1101401,67,48,0
K000172,Mr. KILDEE,House,MI,M,396798,504,180,5
G000289,Mr. GOODLATTE,House,VA,M,804134,44,28,2
S001154,Mr. SHUSTER,House,PA,M,372870,87,85,2
C000243,Mr. CASTLE,House,DE,M,595160,35,25,0
B001245,Ms. BORDALLO,House,GU,F,468797,146,107,1
P000586,Mr. PUTNAM,House,FL,M,158518,24,25,0
S001170,Ms. SHEA-PORTER,House,NH,F,74149,0,0,0
M001144,Mr. MILLER of Florida,House,FL,M,498194,303,224,1
K000008,Mr. KANJORSKI,House,PA,M,378271,57,23,0
M001167,Mr. MITCHELL,House,AZ,M,77269,4,3,0
C000714,Mr. CONYERS,House,MI,M,1660465,138,77,2
P000592,Mr. POE of Texas,House,TX,M,1739643,631,389,6
B000589,Mr. BOEHNER,House,OH,M,551112,135,95,10
S000480,Ms. SLAUGHTER,House,NY,F,1000018,39,29,0
D000299,Mr. LINCOLN DIAZ-BALART of Florida,House,FL,M,647195,101,63,0
F000339,Mr. FRANK of Massachusetts,House,MA,M,1491159,113,76,0
C001046,Mr. CANTOR,House,VA,M,324369,49,39,0
S000583,Mr. SMITH of Texas,House,TX,M,602229,47,39,0
G000549,Mr. GERLACH,House,PA,M,128067,20,3,0
B001210,Mr. BYRD,Senate,WV,M,3093275,2073,1138,86
K000148,Mr. KERRY,Senate,MA,M,2636187,114,91,1
K000305,Mr. KOHL,Senate,WI,M,876024,7,2,0
F000061,Mr. FEINGOLD,Senate,WI,M,3240713,67,23,0
M000303,Mr. McCAIN,Senate,AZ,M,3968595,169,152,1
S000663,Ms. SNOWE,Senate,ME,F,2179377,53,36,0
S000709,Mr. SPECTER,Senate,PA,M,2883851,42,47,1
L000304,Mr. LIEBERMAN,Senate,CT,M,2245348,399,270,3
H000338,Mr. HATCH,Senate,UT,M,5582153,482,222,10
I000025,Mr. INOUYE,Senate,HI,M,791960,36,39,0
B000468,Mr. BINGAMAN,Senate,NM,M,2364578,14,16,0
K000352,Mr. KYL,Senate,AZ,M,3138079,79,77,0
C000560,Mr. COBURN,Senate,OK,M,1469408,41,26,2
D000388,Mr. DODD,Senate,CT,M,3609565,161,88,4
C001041,Mrs. CLINTON,Senate,NY,F,849369,49,44,0
B001066,Mr. BUNNING,Senate,KY,M,492017,47,36,0
H001016,Mrs. HUTCHISON,Senate,TX,F,1537913,47,41,0
R000146,Mr. REID,Senate,NV,M,6413908,178,96,3
B001235,Mr. BROWN of South Carolina,House,SC,M,85177,23,23,0
A000361,Mr. ALEXANDER,House,LA,M,60957,22,12,0
G000535,Mr. GUTIERREZ,House,IL,M,378920,35,27,0
C000794,Mr. COSTELLO,House,IL,M,289849,51,43,0
R000573,Mr. ROSS,House,AR,M,327073,37,23,0
T000038,Mr. TANNER,House,TN,M,243115,16,12,0
W000738,Ms. WOOLSEY,House,CA,F,1015287,18,27,0
M001150,Mrs. MILLER of Michigan,House,MI,F,257653,31,30,0
T000057,Mrs. TAUSCHER,House,CA,F,159726,7,8,0
W000796,Mr. WESTMORELAND,House,GA,M,263955,79,60,2
Y000031,Mr. YOUNG of Florida,House,FL,M,651108,50,45,0
K000336,Mr. KUCINICH,House,OH,M,1652970,255,154,16
S000030,Ms. LORETTA SANCHEZ of California,House,CA,F,366636,30,36,0
M001147,Mr. McCOTTER,House,MI,M,218863,105,89,0
W000794,Ms. WATSON,House,CA,F,248264,42,31,0
G000550,Mr. GINGREY of Georgia,House,GA,M,993826,282,270,1
T000326,Mr. TOWNS,House,NY,M,1059214,657,396,3
I000056,Mr. ISSA,House,CA,M,373103,31,28,0
W000215,Mr. WAXMAN,House,CA,M,751416,28,22,2
A000364,Mr. ADLER of New Jersey,House,NJ,M,25896,3,3,0
D000533,Mr. DUNCAN,House,TN,M,747658,263,163,4
K000113,Mr. KENNEDY,House,RI,M,315219,45,44,0
B001262,Mr. BROUN of Georgia,House,GA,M,331908,202,135,7
R000361,Mr. ROCKEFELLER,Senate,WV,M,1620263,40,35,0
H000206,Mr. HARKIN,Senate,IA,M,3821051,120,104,0
B000611,Mr. BOND,Senate,MO,M,1926813,67,51,1
L000504,Mr. LUGAR,Senate,IN,M,927979,35,8,0
L000035,Mrs. LINCOLN,Senate,AR,F,661008,58,46,3
N000032,Mr. NELSON of Florida,Senate,FL,M,1360618,137,86,2
B001203,Mr. BUYER,House,IN,M,420564,41,46,0
R000004,Mr. RADANOVICH,House,CA,M,527121,90,47,1
B001242,Mr. BISHOP of New York,House,NY,M,221836,12,10,0
B000213,Mr. BARTON of Texas,House,TX,M,572549,53,38,0
M001142,Mr. MATHESON,House,UT,M,135124,8,1,0
B000652,Mr. BOSWELL,House,IA,M,93898,16,8,0
R000409,Mr. ROHRABACHER,House,CA,M,1480868,302,238,6
J000283,Mr. JACKSON of Illinois,House,IL,M,301411,96,46,9
R000053,Mr. RANGEL,House,NY,M,1539734,637,448,5
D000355,Mr. DINGELL,House,MI,M,890140,47,36,1
H001037,Ms. HERSETH SANDLIN,House,SD,F,115163,1,1,0
E000290,Ms. EDWARDS of Maryland,House,MD,F,223080,9,16,0
B001234,Mr. BACA,House,CA,M,372065,132,95,0
G000548,Mr. GARRETT of New Jersey,House,NJ,M,522765,40,17,1
N000182,Mr. NEUGEBAUER,House,TX,M,199253,75,46,2
P000591,Mr. PRICE of Georgia,House,GA,M,611102,63,47,2
G000445,Mr. GREGG,Senate,NH,M,1885178,57,53,0
C000286,Mr. CHAMBLISS,Senate,GA,M,760411,71,83,0
C000705,Mr. CONRAD,Senate,ND,M,1985326,35,33,0
K000105,Mr. KENNEDY,Senate,MA,M,5131352,122,75,0
D000432,Mr. DORGAN,Senate,ND,M,5102001,387,330,0
B000953,Mr. BROWNBACK,Senate,KS,M,1233209,357,276,16
U000038,Mr. UDALL of Colorado,Senate,CO,M,1263625,24,21,0
F000116,Mr. FILNER,House,CA,M,619019,18,8,0
R000580,Mr. ROSKAM,House,IL,M,214200,35,25,0
S001171,Mr. SHULER,House,NC,M,75204,54,29,5
R000011,Mr. RAHALL,House,WV,M,615906,192,160,6
C001076,Mr. CHAFFETZ,House,UT,M,175883,33,24,0
F000372,Mr. FRELINGHUYSEN,House,NJ,M,576665,49,43,0
C001048,Mr. CULBERSON,House,TX,M,215127,35,24,0
S000465,Mr. SKELTON,House,MO,M,682516,111,83,1
H000213,Ms. HARMAN,House,CA,F,321181,6,6,0
F000030,Mr. FARR,House,CA,M,869045,72,64,0
C001058,Mr. CHANDLER,House,KY,M,36127,12,0,0
M000725,Mr. GEORGE MILLER of California,House,CA,M,1628579,57,43,2
K000363,Mr. KLINE of Minnesota,House,MN,M,191337,16,17,0
A000210,Mr. ANDREWS,House,NJ,M,577321,44,31,0
M000508,Mr. McKEON,House,CA,M,438207,65,42,0
H001040,Mr. HARE,House,IL,M,92006,4,4,0
M001174,Mr. McMAHON,House,NY,M,53050,6,2,0
S001174,Ms. SUTTON,House,OH,F,148442,1,1,0
C001036,Mrs. CAPPS,House,CA,F,503624,40,22,3
M000933,Mr. MORAN of Virginia,House,VA,M,933217,46,45,0
T000260,Mr. TIAHRT,House,KS,M,482463,163,104,2
H001032,Mr. HOLT,House,NJ,M,882517,61,41,0
E000063,Mr. EDWARDS of Texas,House,TX,M,340837,120,101,1
H001034,Mr. HONDA,House,CA,M,352130,21,8,0
D000327,Mr. DICKS,House,WA,M,463834,13,11,0
B000013,Mr. BACHUS,House,AL,M,395405,96,71,1
F000448,Mr. FRANKS of Arizona,House,AZ,M,330640,372,350,3
F000444,Mr. FLAKE,House,AZ,M,606936,30,15,0
A000362,Mr. ALTMIRE,House,PA,M,189107,5,2,0
T000465,Ms. TSONGAS,House,MA,F,76834,0,0,0
R000435,Ms. ROS-LEHTINEN,House,FL,F,1002086,116,104,2
W000314,Mr. WEXLER,House,FL,M,87161,7,7,0
R000487,Mr. ROYCE,House,CA,M,592639,24,5,0
B001231,Ms. BERKLEY,House,NV,F,247389,21,17,0
E000288,Mr. ELLISON,House,MN,M,623014,57,32,2
A000022,Mr. ACKERMAN,House,NY,M,295160,30,20,0
C001037,Mr. CAPUANO,House,MA,M,180154,19,17,0
S001164,Mrs. SCHMIDT,House,OH,F,110667,47,40,0
B001252,Mr. BARROW,House,GA,M,51112,11,6,0
B001149,Mr. BURTON of Indiana,House,IN,M,1018739,151,103,4
C001038,Mr. CROWLEY,House,NY,M,483319,66,46,1
M000689,Mr. MICA,House,FL,M,902312,73,58,2
G000410,Mr. GENE GREEN of Texas,House,TX,M,915128,95,61,2
S001141,Mr. SESSIONS,Senate,AL,M,3592746,264,171,1
A000069,Mr. AKAKA,Senate,HI,M,1146964,135,92,10
L000261,Mr. LEVIN,Senate,MI,M,3359275,103,58,2
B000711,Mrs. BOXER,Senate,CA,F,3397704,612,566,8
B000382,Mr. BENNETT,Senate,UT,M,1042097,75,41,0
D000595,Mr. DeMINT,Senate,SC,M,428755,58,42,0
C000567,Mr. COCHRAN,Senate,MS,M,727176,1,4,0
B001233,Mr. BAYH,Senate,IN,M,282705,526,399,24
M000472,Mr. McHUGH,House,NY,M,233125,8,8,0
B001229,Mr. BAIRD,House,WA,M,176484,5,4,0
G000544,Mr. GONZALEZ,House,TX,M,126612,24,13,0
S000250,Mr. SESSIONS,House,TX,M,978388,201,125,2
D000607,Mr. DONNELLY of Indiana,House,IN,M,205693,114,108,0
H000636,Mr. HINOJOSA,House,TX,M,253424,11,8,0
P000585,Mr. PLATTS,House,PA,M,100431,27,27,0
R000170,Mr. REYES,House,TX,M,363072,54,47,0
V000127,Mr. VITTER,Senate,LA,M,640387,49,31,0
M001162,Mr. MARTINEZ,Senate,FL,M,225536,15,15,0
L000123,Mr. LAUTENBERG,Senate,NJ,M,1706681,74,37,0
M001134,Mrs. MYRICK,House,NC,F,189889,69,38,0
K000365,Mr. KAGEN,House,WI,M,115664,5,4,0
M001155,Mr. MACK,House,FL,M,40347,1,1,0
B001239,Mr. BARRETT of South Carolina,House,SC,M,83767,28,18,0
G000554,Ms. GIFFORDS,House,AZ,F,81873,0,1,0
W000801,Mr. WILSON of Ohio,House,OH,M,28583,1,1,0
R000571,Mr. REHBERG,House,MT,M,95989,7,7,0
C001060,Mr. CARNAHAN,House,MO,M,105317,4,1,0
S000822,Mr. STEARNS,House,FL,M,745415,127,102,4
S001162,Ms. SCHWARTZ,House,PA,F,154830,22,5,0
W000799,Mr. WALZ,House,MN,M,200055,7,2,0
P000600,Mr. PERRIELLO,House,VA,M,51832,5,5,0
P000598,Mr. POLIS of Colorado,House,CO,M,834591,31,21,0
B001232,Mrs. BIGGERT,House,IL,F,335070,6,5,0
S001045,Mr. STUPAK,House,MI,M,639686,102,47,1
K000372,Ms. KILROY,House,OH,F,40274,1,1,0
K000369,Mr. KISSELL,House,NC,M,27363,3,3,0
D000608,Mrs. DAHLKEMPER,House,PA,F,34210,15,15,0
G000556,Mr. GRAYSON,House,FL,M,209317,31,26,0
S000275,Mr. SHADEGG,House,AZ,M,365438,29,26,0
M000404,Mr. McDERMOTT,House,WA,M,1097080,160,97,8
R000572,Mr. ROGERS of Michigan,House,MI,M,250744,27,26,1
T000459,Mr. TERRY,House,NE,M,248550,51,42,0
K000370,Ms. KOSMAS,House,FL,F,7428,0,1,0
L000111,Mr. LATHAM,House,IA,M,369884,25,24,0
H000528,Mr. HERGER,House,CA,M,220205,9,8,0
J000174,Mr. SAM JOHNSON of Texas,House,TX,M,381811,385,336,1
R000570,Mr. RYAN of Wisconsin,House,WI,M,519230,44,35,0
C000071,Mr. CAMP,House,MI,M,326382,62,44,0
S001178,Mr. SCHAUER,House,MI,M,23447,2,2,1
B001255,Mr. BOUSTANY,House,LA,M,200721,17,17,0
L000321,Mr. LINDER,House,GA,M,271025,38,28,1
C000380,Mrs. CHRISTENSEN,House,VI,F,491961,83,75,2
M001172,Ms. MARKEY of Colorado,House,CO,F,19063,0,0,0
M001173,Mr. MASSA,House,NY,M,23547,0,0,0
D000168,Mr. DEAL of Georgia,House,GA,M,118159,5,3,0
B001256,Mrs. BACHMANN,House,MN,F,361808,170,129,3
P000422,Mr. POMEROY,House,ND,M,419531,30,28,2
K000366,Mr. KLEIN of Florida,House,FL,M,147864,8,8,0
L000263,Mr. LEVIN,House,MI,M,724446,11,4,1
A000014,Mr. ABERCROMBIE,House,HI,M,399275,25,24,0
B001253,Ms. BEAN,House,IL,F,49329,1,1,0
C001074,Mr. CHILDERS,House,MS,M,15593,4,2,0
K000371,Mr. KRATOVIL,House,MD,M,15874,0,0,0
D000609,Mr. DRIEHAUS,House,OH,M,38295,3,2,0
M001138,Mr. MANZULLO,House,IL,M,363955,120,79,2
H001036,Mr. HENSARLING,House,TX,M,653618,100,62,2
C001064,Mr. CAMPBELL,House,CA,M,106102,4,3,0
B000911,Ms. CORRINE BROWN of Florida,House,FL,F,447725,174,151,6
S001169,Mr. SESTAK,House,PA,M,78363,18,16,0
A000358,Mr. AKIN,House,MO,M,607229,384,307,2
W000792,Mr. WEINER,House,NY,M,266119,64,55,0
M000702,Ms. MIKULSKI,Senate,MD,F,1632663,195,241,0
S001163,Mr. SALAZAR,Senate,CO,M,510367,53,35,6
S001155,Mr. SULLIVAN,House,OK,M,67549,6,6,0
D000210,Mr. DELAHUNT,House,MA,M,455188,27,22,3
O000107,Mr. ORTIZ,House,TX,M,246594,53,26,0
K000220,Mr. KINGSTON,House,GA,M,864788,187,117,0
P000265,Mr. PETRI,House,WI,M,247700,2,0,0
E000226,Mr. ETHERIDGE,House,NC,M,487103,70,92,1
H001039,Mr. HALL of New York,House,NY,M,94622,0,0,0
P000594,Mr. PAULSEN,House,MN,M,184044,2,2,1
N000183,Mr. NYE,House,VA,M,14375,4,3,0
R000583,Mr. ROONEY,House,FL,M,45588,4,5,0
M001140,Mr. MOORE of Kansas,House,KS,M,360832,86,51,3
S001179,Mr. SCHOCK,House,IL,M,55100,16,11,0
M001168,Mr. PATRICK J. MURPHY of Pennsylvania,House,PA,M,79973,9,7,0
B000444,Mr. BIDEN,Senate,DE,M,2258158,303,211,1
C001071,Mr. CORKER,Senate,TN,M,393980,4,5,0
W000803,Mr. WEBB,Senate,VA,M,203653,1,1,0
B000243,Mr. BAUCUS,Senate,MT,M,2416291,89,52,3
O000006,Mr. OBERSTAR,House,MN,M,1024725,64,54,0
P000590,Mr. PRYOR,Senate,AR,M,381035,43,21,6
K000373,Mr. KAUFMAN,Senate,DE,M,303180,6,7,0
H001049,Mrs. HAGAN,Senate,NC,F,102823,4,4,0
M001170,Mrs. McCASKILL,Senate,MO,F,253111,24,17,0
L000568,Mr. LEE of New York,House,NY,M,38351,0,1,0
H000627,Mr. HINCHEY,House,NY,M,334929,14,10,0
E000092,Mr. EHLERS,House,MI,M,406118,114,85,1
C000556,Mr. COBLE,House,NC,M,315975,17,12,0
S000749,Mr. SPRATT,House,SC,M,561467,18,16,1
S001143,Mr. SOUDER,House,IN,M,829503,199,106,3
V000126,Mr. VOINOVICH,Senate,OH,M,866431,105,78,16
F000456,Mr. FLEMING,House,LA,M,178840,29,21,0
L000571,Mrs. LUMMIS,House,WY,F,136480,23,18,1
D000603,Mr. DAVIS of Kentucky,House,KY,M,171354,23,14,3
A000363,Mr. ARCURI,House,NY,M,128462,2,2,0
L000553,Mr. LaTOURETTE,House,OH,M,342071,51,43,0
H000712,Mr. HOLDEN,House,PA,M,60059,7,4,0
L000274,Mr. LEWIS of California,House,CA,M,530368,33,26,0
E000172,Mrs. EMERSON,House,MO,F,171478,27,18,0
B001254,Mr. BOREN,House,OK,M,53552,1,2,0
H001030,Mr. HILL,House,IN,M,74670,4,8,0
P000596,Mr. PIERLUISI,House,PR,M,63508,14,6,0
T000466,Mr. TEAGUE,House,NM,M,25232,4,4,0
R000581,Ms. RICHARDSON,House,CA,F,266875,10,8,2
W000119,Mr. WAMP,House,TN,M,283634,168,101,10
F000043,Mr. FATTAH,House,PA,M,240820,46,35,0
M000309,Mrs. McCARTHY of New York,House,NY,F,370763,34,29,0
O000007,Mr. OBEY,House,WI,M,1342850,124,117,1
C001045,Mr. CRENSHAW,House,FL,M,166829,15,16,0
S001173,Mr. SPACE,House,OH,M,72910,11,1,0
I000026,Mr. INSLEE,House,WA,M,592476,41,17,2
R000578,Mr. REICHERT,House,WA,M,186272,27,15,0
M001151,Mr. TIM MURPHY of Pennsylvania,House,PA,M,297367,50,35,1
B001263,Mr. BOCCIERI,House,OH,M,67274,10,11,0
H001044,Mrs. HALVORSON,House,IL,F,28071,0,0,0
B000657,Mr. BOUCHER,House,VA,M,131069,3,0,0
G000021,Mr. GALLEGLY,House,CA,M,227197,6,43,0
R000462,Mr. ROTHMAN,House,NJ,M,208856,63,60,0
M000844,Mr. MOLLOHAN,House,WV,M,170658,6,8,0
C001077,Mr. COFFMAN of Colorado,House,CO,M,170842,5,5,0
K000180,Ms. KILPATRICK of Michigan,House,MI,F,292970,129,107,1
M001139,Mr. GARY G. MILLER of California,House,CA,M,190768,23,13,0
H000067,Mr. HALL of Texas,House,TX,M,393147,104,66,0
M001120,Mr. MURTHA,House,PA,M,214810,33,26,0
M001171,Mr. MAFFEI,House,NY,M,35713,5,4,0
O000085,Mr. OLVER,House,MA,M,258843,6,3,0
H000676,Mr. HOEKSTRA,House,MI,M,587434,68,51,0
B001259,Mr. BRALEY of Iowa,House,IA,M,139957,9,5,1
J000177,Mr. JOHNSON,Senate,SD,M,831180,27,14,1
N000180,Mr. NELSON of Nebraska,Senate,NE,M,293340,15,13,0
B001266,Mr. BURRIS,Senate,IL,M,118925,9,6,0
M000485,Mr. McINTYRE,House,NC,M,142949,309,256,5
C001065,Mr. CARNEY,House,PA,M,26036,2,3,0
M001161,Mr. MELANCON,House,LA,M,39598,2,1,0
B000716,Mr. BOYD,House,FL,M,119464,5,5,0
E000194,Mr. ENSIGN,Senate,NV,M,574507,98,69,2
P000373,Mr. PITTS,House,PA,M,442695,166,108,1
J000290,Ms. JENKINS,House,KS,F,59443,6,5,0
J000291,Mr. JOHANNS,Senate,NE,M,255681,43,41,0
B001265,Mr. BEGICH,Senate,AK,M,256530,7,7,0
L000550,Ms. LANDRIEU,Senate,LA,F,1829071,179,151,2
F000453,Ms. FALLIN,House,OK,F,41432,8,8,0
B001227,Mr. BRADY of Pennsylvania,House,PA,M,197857,45,30,1
B001228,Mrs. BONO MACK,House,CA,F,92611,14,14,0
S001158,Mr. SALAZAR,House,CO,M,72452,3,2,0
L000517,Mr. DANIEL E. LUNGREN of California,House,CA,M,408889,124,100,0
I000023,Mr. INGLIS,House,SC,M,81744,27,17,2
J000285,Mr. JOHNSON of Illinois,House,IL,M,70264,9,6,0
P000149,Mr. PAYNE,House,NJ,M,439595,89,47,1
F000445,Mr. FORBES,House,VA,M,167243,151,109,2
B000420,Mr. BERRY,House,AR,M,184834,36,21,1
B001244,Mr. BONNER,House,AL,M,325111,113,83,4
A000365,Mr. AUSTRIA,House,OH,M,44877,5,5,0
C001079,Mr. CAO,House,LA,M,39585,4,1,0
F000010,Mr. FALEOMAVAEGA,House,AS,M,771922,150,77,5
